date,schedtime,deptime,carrier,origin,dest,distance,flightnumber,dayweek,daymonth,tailnumber,weather
2004-01-06,1000,1000,US,DCA,LGA,214,2166,2,6,N754UW,good
2004-01-06,1100,1056,US,DCA,LGA,214,2168,2,6,N721UW,good
2004-01-06,1200,1158,US,DCA,LGA,214,2170,2,6,N719UW,good
2004-01-06,1300,1259,US,DCA,LGA,214,2172,2,6,N733UW,good
2004-01-06,1400,1357,US,DCA,LGA,214,2174,2,6,N754UW,good
2004-01-06,1500,1458,US,DCA,LGA,214,2176,2,6,N721UW,good
2004-01-06,1600,1557,US,DCA,LGA,214,2178,2,6,N719UW,good
2004-01-06,1700,1657,US,DCA,LGA,214,2180,2,6,N733UW,good
2004-01-06,1800,1758,US,DCA,LGA,214,2182,2,6,N754UW,good
2004-01-06,1900,1855,US,DCA,LGA,214,2184,2,6,N721UW,good
2004-01-06,2000,1958,US,DCA,LGA,214,2186,2,6,N719UW,good
2004-01-06,2100,2104,US,DCA,LGA,214,2188,2,6,N733UW,good
2004-01-06,1455,1451,RU,BWI,EWR,169,2403,2,6,N29917,good
2004-01-06,1720,1729,RU,BWI,EWR,169,3372,2,6,N27962,good
2004-01-06,700,658,RU,BWI,EWR,169,2703,2,6,N13958,good
2004-01-06,1030,1037,RU,BWI,EWR,169,2303,2,6,N12924,good
2004-01-06,1730,1740,CO,DCA,EWR,199,814,2,6,N24224,good
2004-01-06,1300,1256,CO,DCA,EWR,199,808,2,6,N38257,good
2004-01-06,1900,1856,CO,DCA,EWR,199,816,2,6,N59630,good
2004-01-06,735,727,CO,DCA,EWR,199,806,2,6,N16648,good
2004-01-06,840,847,DH,IAD,EWR,213,7299,2,6,N307UE,good
2004-01-06,1710,1705,DH,IAD,EWR,213,7302,2,6,N674BR,good
2004-01-06,1245,1236,DH,IAD,EWR,213,7303,2,6,N645BR,good
2004-01-06,2120,2118,DH,IAD,EWR,213,7304,2,6,N652BR,good
2004-01-06,1430,1435,DH,IAD,EWR,213,7307,2,6,N324UE,good
2004-01-06,630,622,DH,IAD,EWR,213,7371,2,6,N329UE,good
2004-01-06,2100,2222,RU,DCA,EWR,199,2879,2,6,N14573,good
2004-01-06,900,859,RU,DCA,EWR,199,2582,2,6,N14947,good
2004-01-06,1900,1901,RU,IAD,EWR,213,2385,2,6,N16147,good
2004-01-06,1500,1457,RU,IAD,EWR,213,2156,2,6,N11137,good
2004-01-06,700,656,RU,IAD,EWR,213,2855,2,6,N17115,good
2004-01-06,1525,1644,RU,DCA,EWR,199,2261,2,6,N13958,good
2004-01-06,1300,1253,RU,IAD,EWR,213,2367,2,6,N16911,good
2004-01-06,1359,1356,RU,DCA,EWR,199,2216,2,6,N12924,good
2004-01-06,1700,1656,RU,IAD,EWR,213,2497,2,6,N19966,good
2004-01-06,1630,1627,RU,DCA,EWR,199,2181,2,6,N13969,good
2004-01-06,645,644,RU,DCA,EWR,199,2761,2,6,N13118,good
2004-01-07,1455,1455,OH,BWI,JFK,184,5935,3,7,N983CA,good
2004-01-07,1640,1639,DH,DCA,JFK,213,6155,3,7,N408FJ,good
2004-01-07,1245,1306,DH,IAD,LGA,229,7208,3,7,N665BR,good
2004-01-07,1455,1445,DH,IAD,LGA,229,7211,3,7,N639BR,good
2004-01-07,1715,1813,DH,IAD,LGA,229,7215,3,7,N684BR,good
2004-01-07,640,640,DH,IAD,LGA,229,7790,3,7,N634BR,good
2004-01-07,1040,1038,DH,IAD,LGA,229,7792,3,7,N328UE,good
2004-01-07,840,831,DH,IAD,JFK,228,7800,3,7,N694BR,good
2004-01-07,1240,1240,DH,IAD,JFK,228,7806,3,7,N309UE,good
2004-01-07,1455,1521,DH,IAD,JFK,228,7808,3,7,N330UE,good
2004-01-07,1645,1638,DH,IAD,JFK,228,7810,3,7,N320UE,good
2004-01-07,1715,1922,DH,IAD,JFK,228,7812,3,7,N332UE,good
2004-01-07,2120,2120,DH,IAD,JFK,228,7814,3,7,N695BR,good
2004-01-07,1610,1606,DH,IAD,JFK,228,7816,3,7,N305UE,good
2004-01-07,1455,1501,DL,DCA,JFK,213,746,3,7,N908DE,good
2004-01-07,630,631,DL,DCA,LGA,214,1740,3,7,N223DZ,good
2004-01-07,830,831,DL,DCA,LGA,214,1744,3,7,N242DL,good
2004-01-07,930,932,DL,DCA,LGA,214,1746,3,7,N225DL,good
2004-01-07,1030,1030,DL,DCA,LGA,214,1748,3,7,N223DZ,good
2004-01-07,1130,1131,DL,DCA,LGA,214,1750,3,7,N224DA,good
2004-01-07,1230,1231,DL,DCA,LGA,214,1752,3,7,N242DL,good
2004-01-07,1330,1329,DL,DCA,LGA,214,1754,3,7,N225DL,good
2004-01-07,1430,1430,DL,DCA,LGA,214,1756,3,7,N223DZ,good
2004-01-07,1530,1528,DL,DCA,LGA,214,1758,3,7,N224DA,good
2004-01-07,1630,1629,DL,DCA,LGA,214,1760,3,7,N242DL,good
2004-01-07,1730,1728,DL,DCA,LGA,214,1762,3,7,N225DL,good
2004-01-07,1830,1828,DL,DCA,LGA,214,1764,3,7,N223DZ,good
2004-01-07,1930,1927,DL,DCA,LGA,214,1766,3,7,N224DA,good
2004-01-07,2030,2030,DL,DCA,LGA,214,1768,3,7,N242DL,good
2004-01-07,1530,1530,MQ,DCA,JFK,213,4752,3,7,N736MQ,good
2004-01-07,600,555,MQ,DCA,JFK,213,4760,3,7,N705MQ,good
2004-01-07,1830,1918,MQ,DCA,JFK,213,4784,3,7,N846MQ,good
2004-01-07,700,655,MQ,DCA,LGA,214,4952,3,7,N722MQ,good
2004-01-07,800,746,MQ,DCA,LGA,214,4954,3,7,N723MQ,good
2004-01-07,900,854,MQ,DCA,LGA,214,4956,3,7,N733MQ,good
2004-01-07,1100,1056,MQ,DCA,LGA,214,4960,3,7,N722MQ,good
2004-01-07,1300,1256,MQ,DCA,LGA,214,4964,3,7,N726MQ,good
2004-01-07,1400,1352,MQ,DCA,LGA,214,4966,3,7,N730MQ,good
2004-01-07,1500,1457,MQ,DCA,LGA,214,4968,3,7,N703MQ,good
2004-01-07,1600,1624,MQ,DCA,LGA,214,4970,3,7,N713MQ,good
2004-01-07,1900,2014,MQ,DCA,LGA,214,4976,3,7,N735MQ,good
2004-01-07,850,849,UA,IAD,LGA,229,846,3,7,N567UA,good
2004-01-07,630,628,US,DCA,LGA,214,1479,3,7,N754UW,good
2004-01-07,700,658,US,DCA,LGA,214,2160,3,7,N725UW,good
2004-01-07,800,757,US,DCA,LGA,214,2162,3,7,N722UW,good
2004-01-07,900,857,US,DCA,LGA,214,2164,3,7,N744UW,good
2004-01-07,1000,956,US,DCA,LGA,214,2166,3,7,N720UW,good
2004-01-07,1100,1058,US,DCA,LGA,214,2168,3,7,N725UW,good
2004-01-07,1200,1157,US,DCA,LGA,214,2170,3,7,N722UW,good
2004-01-07,1300,1256,US,DCA,LGA,214,2172,3,7,N744UW,good
2004-01-07,1400,1354,US,DCA,LGA,214,2174,3,7,N720UW,good
2004-01-07,1500,1457,US,DCA,LGA,214,2176,3,7,N725UW,good
2004-01-07,1600,1600,US,DCA,LGA,214,2178,3,7,N722UW,good
2004-01-07,1700,1656,US,DCA,LGA,214,2180,3,7,N744UW,good
2004-01-07,1800,1758,US,DCA,LGA,214,2182,3,7,N720UW,good
2004-01-07,1900,1859,US,DCA,LGA,214,2184,3,7,N725UW,good
2004-01-07,2000,1959,US,DCA,LGA,214,2186,3,7,N722UW,good
2004-01-07,2100,2054,US,DCA,LGA,214,2188,3,7,N744UW,good
2004-01-07,700,659,RU,BWI,EWR,169,2703,3,7,N15574,good
2004-01-07,1455,1459,RU,BWI,EWR,169,2403,3,7,N21537,good
2004-01-07,1720,1920,RU,BWI,EWR,169,3372,3,7,N36915,good
2004-01-07,1030,1044,RU,BWI,EWR,169,2303,3,7,N18557,good
2004-01-07,1300,1255,CO,DCA,EWR,199,808,3,7,N14654,good
2004-01-07,1900,1948,CO,DCA,EWR,199,816,3,7,N60312,good
2004-01-07,1730,1813,CO,DCA,EWR,199,814,3,7,N76355,good
2004-01-07,735,728,CO,DCA,EWR,199,806,3,7,N18622,good
2004-01-07,840,840,DH,IAD,EWR,213,7299,3,7,N695BR,good
2004-01-07,1710,1725,DH,IAD,EWR,213,7302,3,7,N696BR,good
2004-01-07,1245,1320,DH,IAD,EWR,213,7303,3,7,N696BR,good
2004-01-07,2120,2117,DH,IAD,EWR,213,7304,3,7,N628BR,good
2004-01-07,630,624,DH,IAD,EWR,213,7305,3,7,N301UE,good
2004-01-07,1430,1439,DH,IAD,EWR,213,7307,3,7,N324UE,good
2004-01-07,1359,1352,RU,DCA,EWR,199,2216,3,7,N18557,good
2004-01-07,700,731,RU,IAD,EWR,213,2855,3,7,N13903,good
2004-01-07,1500,1457,RU,IAD,EWR,213,2156,3,7,N11150,good
2004-01-07,900,856,RU,DCA,EWR,199,2582,3,7,N19966,good
2004-01-07,1300,1254,RU,IAD,EWR,213,2367,3,7,N13538,good
2004-01-07,1700,1654,RU,IAD,EWR,213,2497,3,7,N13955,good
2004-01-07,1900,1955,RU,IAD,EWR,213,2385,3,7,N15527,good
2004-01-07,645,641,RU,DCA,EWR,199,2761,3,7,N16147,good
2004-01-07,2100,2058,RU,DCA,EWR,199,2879,3,7,N14153,good
2004-01-07,1525,1521,RU,DCA,EWR,199,2261,3,7,N11140,good
2004-01-07,1630,1629,RU,DCA,EWR,199,2181,3,7,N13538,good
2004-01-08,1455,1455,OH,BWI,JFK,184,5935,4,8,N819cA,good
2004-01-08,1640,1640,DH,DCA,JFK,213,6155,4,8,N418FJ,good
2004-01-08,1245,1245,DH,IAD,LGA,229,7208,4,8,N682BR,good
2004-01-08,1455,1706,DH,IAD,LGA,229,7211,4,8,N662BR,good
2004-01-08,1715,1710,DH,IAD,LGA,229,7215,4,8,N680BR,good
2004-01-08,2120,2151,DH,IAD,LGA,229,7684,4,8,N667BR,good
2004-01-08,640,648,DH,IAD,LGA,229,7790,4,8,N642BR,good
2004-01-08,1040,1036,DH,IAD,LGA,229,7792,4,8,N639BR,good
2004-01-08,840,852,DH,IAD,JFK,228,7800,4,8,N631BR,good
2004-01-08,1240,1237,DH,IAD,JFK,228,7806,4,8,N331UE,good
2004-01-08,1455,1449,DH,IAD,JFK,228,7808,4,8,N301UE,good
2004-01-08,1645,1639,DH,IAD,JFK,228,7810,4,8,N308UE,good
2004-01-08,1715,1714,DH,IAD,JFK,228,7812,4,8,N316UE,good
2004-01-08,2120,2135,DH,IAD,JFK,228,7814,4,8,N638BR,good
2004-01-08,1610,1609,DH,IAD,JFK,228,7816,4,8,N320UE,good
2004-01-08,1455,1601,DL,DCA,JFK,213,746,4,8,N962DL,good
2004-01-08,630,628,DL,DCA,LGA,214,1740,4,8,N223DZ,good
2004-01-08,730,728,DL,DCA,LGA,214,1742,4,8,N225DL,good
2004-01-08,830,828,DL,DCA,LGA,214,1744,4,8,N242DL,good
2004-01-08,930,931,DL,DCA,LGA,214,1746,4,8,N224DA,good
2004-01-08,1030,1030,DL,DCA,LGA,214,1748,4,8,N223DZ,good
2004-01-08,1130,1129,DL,DCA,LGA,214,1750,4,8,N225DL,good
2004-01-08,1230,1231,DL,DCA,LGA,214,1752,4,8,N242DL,good
2004-01-08,1330,1328,DL,DCA,LGA,214,1754,4,8,N224DA,good
2004-01-08,1430,1430,DL,DCA,LGA,214,1756,4,8,N241DL,good
2004-01-08,1530,1533,DL,DCA,LGA,214,1758,4,8,N225DL,good
2004-01-08,1630,1630,DL,DCA,LGA,214,1760,4,8,N242DL,good
2004-01-08,1730,1731,DL,DCA,LGA,214,1762,4,8,N224DA,good
2004-01-08,1830,1833,DL,DCA,LGA,214,1764,4,8,N241DL,good
2004-01-08,1930,1928,DL,DCA,LGA,214,1766,4,8,N225DL,good
2004-01-08,2030,2027,DL,DCA,LGA,214,1768,4,8,N242DL,good
2004-01-08,1530,1524,MQ,DCA,JFK,213,4752,4,8,N723MQ,good
2004-01-08,600,552,MQ,DCA,JFK,213,4760,4,8,N737MQ,good
2004-01-08,1830,1844,MQ,DCA,JFK,213,4784,4,8,N710MQ,good
2004-01-08,700,722,MQ,DCA,LGA,214,4952,4,8,N708MQ,good
2004-01-08,800,759,MQ,DCA,LGA,214,4954,4,8,N707MQ,good
2004-01-08,900,856,MQ,DCA,LGA,214,4956,4,8,N705MQ,good
2004-01-08,1100,1050,MQ,DCA,LGA,214,4960,4,8,N708MQ,good
2004-01-08,1300,1256,MQ,DCA,LGA,214,4964,4,8,N732MQ,good
2004-01-08,1400,1353,MQ,DCA,LGA,214,4966,4,8,N736MQ,good
2004-01-08,1500,1457,MQ,DCA,LGA,214,4968,4,8,N707MQ,good
2004-01-08,1600,1557,MQ,DCA,LGA,214,4970,4,8,N721MQ,good
2004-01-08,1900,1852,MQ,DCA,LGA,214,4976,4,8,N732MQ,good
2004-01-08,850,848,UA,IAD,LGA,229,846,4,8,N518UA,good
2004-01-08,630,627,US,DCA,LGA,214,1479,4,8,N767UW,good
2004-01-08,700,658,US,DCA,LGA,214,2160,4,8,N727UW,good
2004-01-08,800,756,US,DCA,LGA,214,2162,4,8,N725UW,good
2004-01-08,900,856,US,DCA,LGA,214,2164,4,8,N744UW,good
2004-01-08,1000,958,US,DCA,LGA,214,2166,4,8,N719UW,good
2004-01-08,1100,1057,US,DCA,LGA,214,2168,4,8,N727UW,good
2004-01-08,1200,1157,US,DCA,LGA,214,2170,4,8,N725UW,good
2004-01-08,1300,1259,US,DCA,LGA,214,2172,4,8,N744UW,good
2004-01-08,1400,1408,US,DCA,LGA,214,2174,4,8,N719UW,good
2004-01-08,1500,1457,US,DCA,LGA,214,2176,4,8,N727UW,good
2004-01-08,1600,1557,US,DCA,LGA,214,2178,4,8,N725UW,good
2004-01-08,1700,1733,US,DCA,LGA,214,2180,4,8,N770UW,good
2004-01-08,1800,1758,US,DCA,LGA,214,2182,4,8,N719UW,good
2004-01-08,1900,1916,US,DCA,LGA,214,2184,4,8,N725UW,good
2004-01-08,2000,2031,US,DCA,LGA,214,2186,4,8,N738UW,good
2004-01-08,2100,2059,US,DCA,LGA,214,2188,4,8,N770UW,good
2004-01-08,1720,1739,RU,BWI,EWR,169,3372,4,8,N13538,good
2004-01-08,1455,1456,RU,BWI,EWR,169,2403,4,8,N13935,good
2004-01-08,1030,1026,RU,BWI,EWR,169,2303,4,8,N14933,good
2004-01-08,700,655,RU,BWI,EWR,169,2703,4,8,N15973,good
2004-01-08,1730,1728,CO,DCA,EWR,199,814,4,8,N29717,good
2004-01-08,735,734,CO,DCA,EWR,199,806,4,8,N11612,good
2004-01-08,1300,1255,CO,DCA,EWR,199,808,4,8,N18658,good
2004-01-08,1900,1854,CO,DCA,EWR,199,816,4,8,N14645,good
2004-01-08,840,838,DH,IAD,EWR,213,7299,4,8,N674BR,good
2004-01-08,1710,1706,DH,IAD,EWR,213,7302,4,8,N652BR,good
2004-01-08,1245,1241,DH,IAD,EWR,213,7303,4,8,N652BR,good
2004-01-08,2120,2120,DH,IAD,EWR,213,7304,4,8,N695BR,good
2004-01-08,630,622,DH,IAD,EWR,213,7305,4,8,N332UE,good
2004-01-08,1430,1421,DH,IAD,EWR,213,7307,4,8,N303UE,good
2004-01-08,1500,1452,RU,IAD,EWR,213,2156,4,8,N13132,good
2004-01-08,1900,1857,RU,IAD,EWR,213,2385,4,8,N24103,good
2004-01-08,1300,1255,RU,IAD,EWR,213,2692,4,8,N25504,good
2004-01-08,1630,1625,RU,DCA,EWR,199,2181,4,8,N10575,good
2004-01-08,645,654,RU,DCA,EWR,199,2761,4,8,N11565,good
2004-01-08,1359,1354,RU,DCA,EWR,199,2216,4,8,N16546,good
2004-01-08,700,707,RU,IAD,EWR,213,2855,4,8,N14952,good
2004-01-08,1700,1700,RU,IAD,EWR,213,2497,4,8,N12564,good
2004-01-08,900,857,RU,DCA,EWR,199,2582,4,8,N36915,good
2004-01-08,2100,2051,RU,DCA,EWR,199,2879,4,8,N16954,good
2004-01-08,1525,1527,RU,DCA,EWR,199,2261,4,8,N16963,good
2004-01-09,1455,1455,OH,BWI,JFK,184,5935,5,9,N812CA,good
2004-01-09,1640,1634,DH,DCA,JFK,213,6155,5,9,N415FJ,good
2004-01-09,1245,1257,DH,IAD,LGA,229,7208,5,9,N650BR,good
2004-01-09,1455,1608,DH,IAD,LGA,229,7211,5,9,N697BR,good
2004-01-09,1715,2106,DH,IAD,LGA,229,7215,5,9,N658BR,good
2004-01-09,2120,2134,DH,IAD,LGA,229,7684,5,9,N699BR,good
2004-01-09,640,714,DH,IAD,LGA,229,7790,5,9,N647BR,good
2004-01-09,1040,1106,DH,IAD,LGA,229,7792,5,9,N647BR,good
2004-01-09,840,836,DH,IAD,JFK,228,7800,5,9,N667BR,good
2004-01-09,1240,1235,DH,IAD,JFK,228,7806,5,9,N316UE,good
2004-01-09,1455,1454,DH,IAD,JFK,228,7808,5,9,N308UE,good
2004-01-09,1645,1643,DH,IAD,JFK,228,7810,5,9,N311UE,good
2004-01-09,1715,1710,DH,IAD,JFK,228,7812,5,9,N333UE,good
2004-01-09,2120,2115,DH,IAD,JFK,228,7814,5,9,N675BR,good
2004-01-09,1610,1617,DH,IAD,JFK,228,7816,5,9,N309UE,good
2004-01-09,1455,1506,DL,DCA,JFK,213,746,5,9,N951DL,good
2004-01-09,630,629,DL,DCA,LGA,214,1740,5,9,N241DL,good
2004-01-09,730,730,DL,DCA,LGA,214,1742,5,9,N224DA,good
2004-01-09,830,832,DL,DCA,LGA,214,1744,5,9,N242DL,good
2004-01-09,930,930,DL,DCA,LGA,214,1746,5,9,N225DL,good
2004-01-09,1030,1032,DL,DCA,LGA,214,1748,5,9,N241DL,good
2004-01-09,1130,1131,DL,DCA,LGA,214,1750,5,9,N224DA,good
2004-01-09,1230,1228,DL,DCA,LGA,214,1752,5,9,N222DZ,good
2004-01-09,1330,1329,DL,DCA,LGA,214,1754,5,9,N225DL,good
2004-01-09,1430,1432,DL,DCA,LGA,214,1756,5,9,N241DL,good
2004-01-09,1530,1530,DL,DCA,LGA,214,1758,5,9,N221DL,good
2004-01-09,1630,1633,DL,DCA,LGA,214,1760,5,9,N222DZ,good
2004-01-09,1730,1735,DL,DCA,LGA,214,1762,5,9,N225DL,good
2004-01-09,1830,1829,DL,DCA,LGA,214,1764,5,9,N241DL,good
2004-01-09,1930,1931,DL,DCA,LGA,214,1766,5,9,N221DL,good
2004-01-09,2030,2030,DL,DCA,LGA,214,1768,5,9,N222DZ,good
2004-01-09,1530,1535,MQ,DCA,JFK,213,4752,5,9,N708MQ,good
2004-01-09,600,558,MQ,DCA,JFK,213,4760,5,9,N801MQ,good
2004-01-09,1830,1851,MQ,DCA,JFK,213,4784,5,9,N736MQ,good
2004-01-09,800,843,MQ,DCA,LGA,214,4954,5,9,N731MQ,good
2004-01-09,900,851,MQ,DCA,LGA,214,4956,5,9,N715MQ,good
2004-01-09,1100,1141,MQ,DCA,LGA,214,4960,5,9,N713MQ,good
2004-01-09,1300,1252,MQ,DCA,LGA,214,4964,5,9,N715MQ,good
2004-01-09,1400,1359,MQ,DCA,LGA,214,4966,5,9,N739MQ,good
2004-01-09,1500,1503,MQ,DCA,LGA,214,4968,5,9,N712MQ,good
2004-01-09,1600,1618,MQ,DCA,LGA,214,4970,5,9,N732MQ,good
2004-01-09,1700,1658,MQ,DCA,LGA,214,4972,5,9,N707MQ,good
2004-01-09,1900,1916,MQ,DCA,LGA,214,4976,5,9,N726MQ,good
2004-01-09,850,904,UA,IAD,LGA,229,846,5,9,N520UA,good
2004-01-09,630,629,US,DCA,LGA,214,1479,5,9,N733UW,good
2004-01-09,700,657,US,DCA,LGA,214,2160,5,9,N724UW,good
2004-01-09,800,756,US,DCA,LGA,214,2162,5,9,N738UW,good
2004-01-09,1000,958,US,DCA,LGA,214,2166,5,9,N722UW,good
2004-01-09,1100,1057,US,DCA,LGA,214,2168,5,9,N724UW,good
2004-01-09,1200,1155,US,DCA,LGA,214,2170,5,9,N738UW,good
2004-01-09,1300,1259,US,DCA,LGA,214,2172,5,9,N750UW,good
2004-01-09,1400,1357,US,DCA,LGA,214,2174,5,9,N722UW,good
2004-01-09,1500,1458,US,DCA,LGA,214,2176,5,9,N724UW,good
2004-01-09,1600,1555,US,DCA,LGA,214,2178,5,9,N738UW,good
2004-01-09,1700,1657,US,DCA,LGA,214,2180,5,9,N750UW,good
2004-01-09,1800,1757,US,DCA,LGA,214,2182,5,9,N722UW,good
2004-01-09,1900,1902,US,DCA,LGA,214,2184,5,9,N724UW,good
2004-01-09,2000,1956,US,DCA,LGA,214,2186,5,9,N738UW,good
2004-01-09,2100,2052,US,DCA,LGA,214,2188,5,9,N750UW,good
2004-01-09,1720,1720,RU,BWI,EWR,169,3372,5,9,N16963,good
2004-01-09,1455,1450,RU,BWI,EWR,169,2403,5,9,N15926,good
2004-01-09,1030,1108,RU,BWI,EWR,169,2303,5,9,N13989,good
2004-01-09,700,700,RU,BWI,EWR,169,2703,5,9,N12552,good
2004-01-09,1730,1727,CO,DCA,EWR,199,814,5,9,N70353,good
2004-01-09,1900,1858,CO,DCA,EWR,199,816,5,9,N46625,good
2004-01-09,1300,1258,CO,DCA,EWR,199,808,5,9,N14664,good
2004-01-09,735,732,CO,DCA,EWR,199,806,5,9,N19621,good
2004-01-09,840,840,DH,IAD,EWR,213,7299,5,9,N698BR,good
2004-01-09,1710,1707,DH,IAD,EWR,213,7302,5,9,N652BR,good
2004-01-09,1245,1242,DH,IAD,EWR,213,7303,5,9,N661BR,good
2004-01-09,2120,2121,DH,IAD,EWR,213,7304,5,9,N646BR,good
2004-01-09,630,629,DH,IAD,EWR,213,7305,5,9,N301UE,good
2004-01-09,1430,1423,DH,IAD,EWR,213,7307,5,9,N312UE,good
2004-01-09,1630,1627,RU,DCA,EWR,199,2181,5,9,N18556,good
2004-01-09,1525,1526,RU,DCA,EWR,199,2261,5,9,N13955,good
2004-01-09,1359,1357,RU,DCA,EWR,199,2216,5,9,N13989,good
2004-01-09,700,700,RU,IAD,EWR,213,2855,5,9,N13550,good
2004-01-09,1300,1256,RU,IAD,EWR,213,2692,5,9,N14505,good
2004-01-09,1900,1855,RU,IAD,EWR,213,2385,5,9,N27152,good
2004-01-09,1500,1457,RU,IAD,EWR,213,2156,5,9,N16151,good
2004-01-09,900,850,RU,DCA,EWR,199,2582,5,9,N11565,good
2004-01-09,2100,2058,RU,DCA,EWR,199,2879,5,9,N14907,good
2004-01-09,1700,1655,RU,IAD,EWR,213,2497,5,9,N12900,good
2004-01-09,645,645,RU,DCA,EWR,199,2761,5,9,N15985,good
2004-01-10,1455,1455,OH,BWI,JFK,184,5935,6,10,N805CA,good
2004-01-10,1640,1638,DH,DCA,JFK,213,6155,6,10,N424FJ,good
2004-01-10,1245,1243,DH,IAD,LGA,229,7208,6,10,N627BR,good
2004-01-10,1715,1710,DH,IAD,LGA,229,7215,6,10,N688BR,good
2004-01-10,2120,2130,DH,IAD,LGA,229,7684,6,10,N692BR,good
2004-01-10,840,918,DH,IAD,JFK,228,7800,6,10,N682BR,good
2004-01-10,1240,1303,DH,IAD,JFK,228,7806,6,10,N313UE,good
2004-01-10,1645,1642,DH,IAD,JFK,228,7810,6,10,N315UE,good
2004-01-10,1715,1708,DH,IAD,JFK,228,7812,6,10,N321UE,good
2004-01-10,2120,2126,DH,IAD,JFK,228,7814,6,10,N642BR,good
2004-01-10,1800,1800,DH,IAD,JFK,228,7818,6,10,N307UE,good
2004-01-10,1455,1505,DL,DCA,JFK,213,746,6,10,N906DE,good
2004-01-10,730,729,DL,DCA,LGA,214,1742,6,10,N225DL,good
2004-01-10,830,832,DL,DCA,LGA,214,1744,6,10,N241DL,good
2004-01-10,1030,1028,DL,DCA,LGA,214,1748,6,10,N221DL,good
2004-01-10,1230,1230,DL,DCA,LGA,214,1752,6,10,N241DL,good
2004-01-10,1430,1429,DL,DCA,LGA,214,1756,6,10,N221DL,good
2004-01-10,1630,1624,DL,DCA,LGA,214,1760,6,10,N241DL,good
2004-01-10,1830,1828,DL,DCA,LGA,214,1764,6,10,N221DL,good
2004-01-10,2030,2031,DL,DCA,LGA,214,1768,6,10,N241DL,good
2004-01-10,1530,1529,MQ,DCA,JFK,213,4752,6,10,N841MQ,good
2004-01-10,600,557,MQ,DCA,JFK,213,4760,6,10,N718MQ,good
2004-01-10,1830,1826,MQ,DCA,JFK,213,4784,6,10,N709MQ,good
2004-01-10,900,855,MQ,DCA,LGA,214,4956,6,10,N717MQ,good
2004-01-10,1300,1309,MQ,DCA,LGA,214,4964,6,10,N715MQ,good
2004-01-10,850,850,UA,IAD,LGA,229,846,6,10,N565UA,good
2004-01-10,700,655,US,DCA,LGA,214,2160,6,10,N722UW,good
2004-01-10,900,857,US,DCA,LGA,214,2164,6,10,N750UW,good
2004-01-10,1100,1056,US,DCA,LGA,214,2168,6,10,N722UW,good
2004-01-10,1300,1256,US,DCA,LGA,214,2172,6,10,N750UW,good
2004-01-10,1500,1458,US,DCA,LGA,214,2176,6,10,N722UW,good
2004-01-10,1700,1656,US,DCA,LGA,214,2180,6,10,N750UW,good
2004-01-10,1900,1854,US,DCA,LGA,214,2184,6,10,N722UW,good
2004-01-10,1720,1723,RU,BWI,EWR,169,3372,6,10,N13553,good
2004-01-10,1455,1450,RU,BWI,EWR,169,2229,6,10,N14943,good
2004-01-10,700,657,RU,BWI,EWR,169,2703,6,10,N10575,good
2004-01-10,1030,1030,RU,BWI,EWR,169,2303,6,10,N13936,good
2004-01-10,1300,1254,CO,DCA,EWR,199,808,6,10,N14660,good
2004-01-10,840,906,DH,IAD,EWR,213,7299,6,10,N705BR,good
2004-01-10,1710,1703,DH,IAD,EWR,213,7302,6,10,N658BR,good
2004-01-10,1245,1255,DH,IAD,EWR,213,7303,6,10,N658BR,good
2004-01-10,2120,2114,DH,IAD,EWR,213,7304,6,10,N625BR,good
2004-01-10,1700,1655,RU,IAD,EWR,213,2497,6,10,N16149,good
2004-01-10,700,658,RU,IAD,EWR,213,2855,6,10,N26545,good
2004-01-10,1600,1555,RU,DCA,EWR,199,2361,6,10,N17560,good
2004-01-10,1500,1456,RU,IAD,EWR,213,2156,6,10,N11113,good
2004-01-10,645,645,RU,DCA,EWR,199,2761,6,10,N14943,good
2004-01-10,1730,1719,RU,DCA,EWR,199,2097,6,10,N13903,good
2004-01-10,1359,1355,RU,DCA,EWR,199,2216,6,10,N13553,good
2004-01-10,930,925,RU,DCA,EWR,199,2582,6,10,N27152,good
2004-01-11,1455,1455,OH,BWI,JFK,184,5935,7,11,N966CA,good
2004-01-11,1640,1634,DH,DCA,JFK,213,6155,7,11,N415FJ,good
2004-01-11,1245,1304,DH,IAD,LGA,229,7208,7,11,N684BR,good
2004-01-11,1455,1500,DH,IAD,LGA,229,7211,7,11,N309UE,good
2004-01-11,1715,1712,DH,IAD,LGA,229,7215,7,11,N706BR,good
2004-01-11,2120,2115,DH,IAD,LGA,229,7684,7,11,N677BR,good
2004-01-11,840,840,DH,IAD,JFK,228,7800,7,11,N692BR,good
2004-01-11,1240,1238,DH,IAD,JFK,228,7806,7,11,N321UE,good
2004-01-11,1455,1533,DH,IAD,JFK,228,7808,7,11,N316UE,good
2004-01-11,1645,1637,DH,IAD,JFK,228,7810,7,11,N332UE,good
2004-01-11,1715,1714,DH,IAD,JFK,228,7812,7,11,N329UE,good
2004-01-11,2120,2155,DH,IAD,JFK,228,7814,7,11,N674BR,good
2004-01-11,1610,1627,DH,IAD,JFK,228,7816,7,11,N330UE,good
2004-01-11,1455,1456,DL,DCA,JFK,213,746,7,11,N970DL,good
2004-01-11,830,829,DL,DCA,LGA,214,1744,7,11,N221DL,good
2004-01-11,1030,1028,DL,DCA,LGA,214,1748,7,11,N242DL,good
