"model","ov_rating","va_rating"
"2009 Infiniti I30",4,4
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",2,2
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",3,3
"2009 Infiniti I30",5,5
"2009 Infiniti I30",2,2
"2009 Infiniti I30",2,3
"2009 Infiniti I30",4,4
"2009 Infiniti I30",4,5
"2009 Infiniti I30",3,3
"2009 Infiniti I30",4,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",4,4
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",1,1
"2009 Infiniti I30",3,3
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,4
"2009 Infiniti I30",4,5
"2009 Infiniti I30",4,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,3
"2009 Infiniti I30",4,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",3,3
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,4
"2009 Infiniti I30",4,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",3,4
"2009 Infiniti I30",4,5
"2009 Infiniti I30",4,4
"2009 Infiniti I30",4,4
"2009 Infiniti I30",4,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",4,4
"2009 Infiniti I30",2,3
"2009 Infiniti I30",4,4
"2009 Infiniti I30",3,3
"2009 Infiniti I30",5,5
"2009 Infiniti I30",3,3
"2009 Infiniti I30",4,4
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",4,4
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",4,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,4
"2009 Infiniti I30",5,4
"2009 Infiniti I30",3,3
"2009 Infiniti I30",5,5
"2009 Infiniti I30",3,3
"2009 Infiniti I30",3,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",4,4
"2009 Infiniti I30",4,5
"2009 Infiniti I30",4,5
"2009 Infiniti I30",2,2
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",4,5
"2009 Infiniti I30",4,4
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",4,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",4,4
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,4
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti I30",4,4
"2009 Infiniti I30",4,4
"2009 Infiniti I30",5,5
"2009 Infiniti I30",5,5
"2009 Infiniti Q45",2,2
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",1,2
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,4
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",3,1
"2009 Infiniti Q45",4,4
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",4,1
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",2,2
"2009 Infiniti Q45",3,4
"2009 Infiniti Q45",1,1
"2009 Infiniti Q45",4,4
"2009 Infiniti Q45",4,4
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",3,3
"2009 Infiniti Q45",5,4
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",3,3
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",4,4
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,4
"2009 Infiniti Q45",3,3
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,4
"2009 Infiniti Q45",3,3
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,3
"2009 Infiniti Q45",1,1
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",2,2
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",2,2
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,4
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",2,2
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,4
"2009 Infiniti Q45",5,4
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,4
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",3,4
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",3,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",1,1
"2009 Infiniti Q45",5,4
"2009 Infiniti Q45",5,4
"2009 Infiniti Q45",4,4
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",2,2
"2009 Infiniti Q45",2,4
"2009 Infiniti Q45",5,5
"2009 Infiniti Q45",2,1
"2009 Infiniti Q45",4,5
"2009 Infiniti Q45",4,4
"2009 Infiniti Q45",4,4
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",3,3
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",4,4
"2009 Lexus GS 430",1,1
"2009 Lexus GS 430",4,3
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,4
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",4,4
"2009 Lexus GS 430",2,3
"2009 Lexus GS 430",5,4
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",3,3
"2009 Lexus GS 430",5,3
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",4,4
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,4
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",4,3
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus GS 430",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",2,2
"2009 Lexus SC",5,5
"2009 Lexus SC",3,2
"2009 Lexus SC",5,5
"2009 Lexus SC",5,4
"2009 Lexus SC",5,5
"2009 Lexus SC",5,4
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,4
"2009 Lexus SC",5,4
"2009 Lexus SC",1,1
"2009 Lexus SC",5,5
"2009 Lexus SC",2,3
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,4
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",4,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,3
"2009 Lexus SC",5,5
"2009 Lexus SC",4,5
"2009 Lexus SC",4,4
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,3
"2009 Lexus SC",4,5
"2009 Lexus SC",4,4
"2009 Lexus SC",4,4
"2009 Lexus SC",5,5
"2009 Lexus SC",4,4
"2009 Lexus SC",5,5
"2009 Lexus SC",4,3
"2009 Lexus SC",5,5
"2009 Lexus SC",5,4
"2009 Lexus SC",1,1
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",4,5
"2009 Lexus SC",5,5
"2009 Lexus SC",4,5
"2009 Lexus SC",5,4
"2009 Lexus SC",5,5
"2009 Lexus SC",4,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",4,5
"2009 Lexus SC",5,4
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",3,3
"2009 Lexus SC",5,5
"2009 Lexus SC",4,4
"2009 Lexus SC",5,5
"2009 Lexus SC",4,4
"2009 Lexus SC",5,5
"2009 Lexus SC",4,4
"2009 Lexus SC",5,4
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,4
"2009 Lexus SC",5,5
"2009 Lexus SC",5,4
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,5
"2009 Lexus SC",5,4
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",1,1
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",3,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,5
"2009 Lincoln Continental",4,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",3,3
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",5,3
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,5
"2009 Lincoln Continental",4,4
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,4
"2009 Lincoln Continental",4,4
"2009 Lincoln Continental",3,4
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,5
"2009 Lincoln Continental",4,5
"2009 Lincoln Continental",4,4
"2009 Lincoln Continental",2,2
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",1,2
"2009 Lincoln Continental",5,4
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,5
"2009 Lincoln Continental",5,4
"2009 Lincoln Continental",2,1
"2009 Lincoln Continental",1,1
"2009 Lincoln Continental",4,4
"2009 Lincoln Continental",2,3
"2009 Lincoln Continental",3,2
"2009 Lincoln Continental",2,2
"2009 Lincoln Continental",2,2
"2009 Lincoln Continental",3,4
"2009 Lincoln Continental",4,4
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",2,2
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",5,1
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,4
"2009 Lincoln Continental",1,2
"2009 Lincoln Continental",1,2
"2009 Lincoln Continental",2,2
"2009 Lincoln Continental",2,2
"2009 Lincoln Continental",1,1
"2009 Lincoln Continental",1,1
"2009 Lincoln Continental",2,1
"2009 Lincoln Continental",1,1
"2009 Lincoln Continental",1,2
"2009 Lincoln Continental",4,4
"2009 Lincoln Continental",1,2
"2009 Lincoln Continental",1,1
"2009 Lincoln Continental",1,1
"2009 Lincoln Continental",1,1
"2009 Lincoln Continental",1,1
"2009 Lincoln Continental",4,4
"2009 Lincoln Continental",2,2
"2009 Lincoln Continental",2,1
"2009 Lincoln Continental",4,3
"2009 Lincoln Continental",3,1
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",3,3
"2009 Lincoln Continental",4,3
"2009 Lincoln Continental",3,1
"2009 Lincoln Continental",1,1
"2009 Lincoln Continental",4,4
"2009 Lincoln Continental",1,1
"2009 Lincoln Continental",1,1
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,5
"2009 Lincoln Continental",4,4
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",5,5
"2009 Lincoln Continental",4,4
"2009 Lincoln LS",5,5
"2009 Lincoln LS",5,5
"2009 Lincoln LS",4,4
"2009 Lincoln LS",2,3
"2009 Lincoln LS",4,4
"2009 Lincoln LS",3,2
"2009 Lincoln LS",2,2
"2009 Lincoln LS",4,5
"2009 Lincoln LS",4,5
"2009 Lincoln LS",1,1
"2009 Lincoln LS",1,1
"2009 Lincoln LS",4,4
"2009 Lincoln LS",1,2
"2009 Lincoln LS",5,4
"2009 Lincoln LS",1,2
"2009 Lincoln LS",2,2
"2009 Lincoln LS",4,5
"2009 Lincoln LS",2,1
"2009 Lincoln LS",2,2
"2009 Lincoln LS",3,3
"2009 Lincoln LS",5,5
"2009 Lincoln LS",4,5
"2009 Lincoln LS",5,5
"2009 Lincoln LS",2,2
"2009 Lincoln LS",2,2
"2009 Lincoln LS",5,4
"2009 Lincoln LS",4,4
"2009 Lincoln LS",3,3
"2009 Lincoln LS",5,5
"2009 Lincoln LS",1,1
"2009 Lincoln LS",2,2
"2009 Lincoln LS",2,2
"2009 Lincoln LS",5,4
"2009 Lincoln LS",5,5
"2009 Lincoln LS",3,4
"2009 Lincoln LS",5,5
"2009 Lincoln LS",4,4
"2009 Lincoln LS",1,2
"2009 Lincoln LS",2,2
"2009 Lincoln LS",4,3
"2009 Lincoln LS",1,1
"2009 Lincoln LS",5,5
"2009 Lincoln LS",4,4
"2009 Lincoln LS",4,4
"2009 Lincoln LS",4,3
"2009 Lincoln LS",5,5
"2009 Lincoln LS",4,4
"2009 Lincoln LS",4,5
"2009 Lincoln LS",5,5
"2009 Lincoln LS",3,4
"2009 Lincoln LS",1,1
"2009 Lincoln LS",5,5
"2009 Lincoln LS",4,3
"2009 Lincoln LS",1,1
"2009 Lincoln LS",1,1
"2009 Lincoln LS",5,5
"2009 Lincoln LS",3,3
"2009 Lincoln LS",4,3
"2009 Lincoln LS",2,2
"2009 Lincoln LS",2,2
"2009 Lincoln LS",3,4
"2009 Lincoln LS",5,5
"2009 Lincoln LS",3,3
"2009 Lincoln LS",3,3
"2009 Lincoln LS",3,3
"2009 Lincoln LS",3,2
"2009 Lincoln LS",3,2
"2009 Lincoln LS",3,3
"2009 Lincoln LS",1,1
"2009 Lincoln LS",2,1
"2009 Lincoln LS",4,4
"2009 Lincoln LS",2,2
"2009 Lincoln LS",2,2
"2009 Lincoln LS",1,2
"2009 Lincoln LS",5,4
"2009 Lincoln LS",1,1
"2009 Lincoln LS",2,2
"2009 Lincoln LS",2,2
"2009 Lincoln LS",4,3
"2009 Lincoln LS",2,1
"2009 Lincoln LS",1,1
"2009 Lincoln LS",1,2
"2009 Lincoln LS",2,2
"2009 Lincoln LS",2,1
"2009 Lincoln LS",1,2
"2009 Lincoln LS",2,2
"2009 Lincoln LS",1,1
"2009 Lincoln LS",4,5
"2009 Lincoln LS",4,5
"2009 Lincoln LS",1,1
"2009 Lincoln LS",5,4
"2009 Lincoln LS",4,4
"2009 Lincoln LS",3,3
"2009 Lincoln LS",1,1
"2009 Lincoln LS",2,2
"2009 Lincoln LS",4,3
"2009 Lincoln LS",4,4
"2009 Lincoln LS",4,5
"2009 Lincoln LS",5,5
"2009 Lincoln LS",5,5
"2009 Lincoln LS",2,5
"2009 Lincoln LS",5,5
"2009 Lincoln LS",5,3
"2009 Lincoln LS",5,5
"2009 Lincoln LS",4,4
"2009 Lincoln LS",2,2
"2009 Lincoln LS",5,5
"2009 Lincoln LS",5,5
"2009 Lincoln LS",3,3
"2009 Lincoln LS",5,5
"2009 Lincoln LS",4,4
"2009 Lincoln LS",5,4
"2009 Lincoln LS",5,5
"2009 Lincoln LS",3,3
"2009 Mercedes-Benz CLK-Class",3,4
"2009 Mercedes-Benz CLK-Class",5,2
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",4,4
"2009 Mercedes-Benz CLK-Class",5,4
"2009 Mercedes-Benz CLK-Class",4,4
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",1,1
"2009 Mercedes-Benz CLK-Class",3,3
"2009 Mercedes-Benz CLK-Class",1,1
"2009 Mercedes-Benz CLK-Class",2,5
"2009 Mercedes-Benz CLK-Class",2,3
"2009 Mercedes-Benz CLK-Class",2,2
"2009 Mercedes-Benz CLK-Class",5,4
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",2,2
"2009 Mercedes-Benz CLK-Class",5,4
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",2,3
"2009 Mercedes-Benz CLK-Class",4,4
"2009 Mercedes-Benz CLK-Class",2,2
"2009 Mercedes-Benz CLK-Class",1,1
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",4,4
"2009 Mercedes-Benz CLK-Class",5,3
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",3,3
"2009 Mercedes-Benz CLK-Class",5,4
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",3,3
"2009 Mercedes-Benz CLK-Class",4,5
"2009 Mercedes-Benz CLK-Class",4,4
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",3,3
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",4,4
"2009 Mercedes-Benz CLK-Class",5,4
"2009 Mercedes-Benz CLK-Class",4,4
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",3,2
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",4,4
"2009 Mercedes-Benz CLK-Class",5,4
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",4,4
"2009 Mercedes-Benz CLK-Class",1,1
"2009 Mercedes-Benz CLK-Class",3,3
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz CLK-Class",4,5
"2009 Mercedes-Benz CLK-Class",3,3
"2009 Mercedes-Benz CLK-Class",5,5
"2009 Mercedes-Benz SL-Class",5,5
"2009 Mercedes-Benz SL-Class",4,4
"2009 Mercedes-Benz SL-Class",5,5
"2009 Mercedes-Benz SL-Class",5,5
"2009 Mercedes-Benz SL-Class",5,3
"2009 Mercedes-Benz SL-Class",2,1
"2009 Mercedes-Benz SL-Class",5,4
"2009 Mercedes-Benz SL-Class",4,3
"2009 Mercedes-Benz SL-Class",5,5
"2009 Mercedes-Benz SL-Class",4,4
"2009 Mercedes-Benz SL-Class",5,4
"2009 Mercury Marauder",5,5
"2009 Mercury Marauder",5,5
"2009 Mercury Marauder",5,4
"2009 Mercury Marauder",5,5
"2009 Mercury Marauder",4,3
"2009 Mercury Marauder",4,4
"2009 Mercury Marauder",3,4
"2009 Mercury Marauder",5,5
"2009 Mercury Marauder",5,5
"2009 Mercury Marauder",5,4
"2009 Mercury Marauder",4,4
"2009 Mercury Marauder",5,5
"2009 Mercury Marauder",5,5
"2009 Mercury Marauder",5,3
"2009 Mercury Marauder",4,5
"2009 Mercury Marauder",4,3
"2009 Mercury Marauder",5,4
"2009 Mercury Marauder",5,4
"2009 Mercury Marauder",4,4
"2009 Mercury Marauder",4,5
"2009 Mercury Marauder",5,5
"2009 Mercury Marauder",5,5
"2009 Mercury Marauder",5,4
"2009 Mercury Marauder",4,5
"2009 Mercury Marauder",5,4
"2009 Mercury Marauder",4,4
"2009 Mercury Marauder",4,5
"2009 Mercury Marauder",4,4
"2009 Mercury Marauder",5,5
"2009 Mercury Marauder",4,3
"2009 Mercury Marauder",5,5
"2009 Oldsmobile Aurora",2,2
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",1,1
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",4,2
"2009 Oldsmobile Aurora",3,2
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",1,1
"2009 Oldsmobile Aurora",3,2
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",4,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,3
"2009 Oldsmobile Aurora",2,3
"2009 Oldsmobile Aurora",1,1
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",1,1
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",3,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",2,2
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",1,1
"2009 Oldsmobile Aurora",3,3
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",1,1
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",2,2
"2009 Oldsmobile Aurora",5,4
"2009 Oldsmobile Aurora",2,2
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",3,3
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",2,2
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",3,3
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",5,4
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",4,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",3,3
"2009 Oldsmobile Aurora",2,2
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",2,2
"2009 Oldsmobile Aurora",1,1
"2009 Oldsmobile Aurora",2,3
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",1,1
"2009 Oldsmobile Aurora",1,2
"2009 Oldsmobile Aurora",2,3
"2009 Oldsmobile Aurora",2,2
"2009 Oldsmobile Aurora",1,1
"2009 Oldsmobile Aurora",1,2
"2009 Oldsmobile Aurora",4,5
"2009 Oldsmobile Aurora",3,4
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",5,3
"2009 Oldsmobile Aurora",5,5
"2009 Oldsmobile Aurora",2,2
"2009 Oldsmobile Aurora",1,1
"2009 Oldsmobile Aurora",4,3
"2009 Oldsmobile Aurora",1,1
"2009 Oldsmobile Aurora",4,4
"2009 Oldsmobile Aurora",5,5
"2009 Rolls Royce Silver Seraph",5,5
"2009 Rolls Royce Silver Seraph",4,4
"2009 Rolls Royce Silver Seraph",5,5
"2009 Rolls Royce Silver Seraph",4,4
"2009 Rolls Royce Silver Seraph",5,5
"2009 Rolls Royce Silver Seraph",5,5
"2009 Rolls Royce Silver Seraph",5,5
"2009 Rolls Royce Silver Seraph",5,5
"2009 Rolls Royce Silver Seraph",4,5
"2009 Rolls Royce Silver Seraph",4,3
"2009 Rolls Royce Silver Seraph",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,4
"2010 Acura TL",5,4
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",4,4
"2010 Acura TL",3,3
"2010 Acura TL",5,4
"2010 Acura TL",4,4
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",5,5
"2010 Acura TL",4,4
"2010 Acura TL",2,3
"2010 Acura TL",2,3
"2010 Acura TL",2,2
"2010 Acura TL",3,3
"2010 Acura TL",2,2
"2010 Acura TL",4,3
"2010 Acura TL",4,4
"2010 Acura TL",2,2
"2010 Acura TL",2,2
"2010 Acura TL",4,4
"2010 Acura TL",4,5
"2010 Acura TL",3,3
"2010 Acura TL",4,5
"2010 Acura TL",1,1
"2010 Acura TL",4,4
"2010 Acura TL",3,3
"2010 Acura TL",3,3
"2010 Acura TL",5,4
"2010 Acura TL",4,4
